nstrings,nstates,duration_ms,fittest,fitness
1,51,211,01011101111101011011010011001111100000011111001010,198
65,374,2551,01111101111101011011010001001111100000011111001110,206
390,1265,4821,00111101111101011011010001001111010000011111001110,210
364,1363,7217,01110101111001011011110101001111010000011111001110,212
561,1965,9670,00110101111001011011110101011111010000001111001110,213
299,1922,11982,01111111111001011001110101011111010001001111001110,214
794,3509,14305,00110101101001010011010101011111010000001111001110,214
375,2228,16594,01110011101001011001010101011111011001001111001110,215
1029,4207,18865,01110011101001011001010101011111011001001111001110,215
1577,5853,21216,01010001101000011001110111010101011001001111001110,215
2398,8062,23608,01010001101000011001110111010101011001001111011010,215
2905,9893,25996,01010001101000011001110111010101011001001111011010,215
696,4262,28359,01100011101100011001010111010101011011001111011110,216
234,1793,30781,01000011101000011001010111010101011001001110010110,217
381,2414,33075,01000011101000011001010111010101011001001110010110,217
430,2730,35387,01000011101000011001010111010101011001001110010110,217
460,3174,37615,01000011101000011001010111010101011001001110010110,217
647,3939,39835,01000011101000011001010111010101011001001110010110,217
829,4578,42154,01000011101000011001010111010101011001001110010110,217
1048,5240,44531,01000011101000011001010111010101011001001110010110,217
1153,5518,46847,01000011101000011001010111010101011001001110010110,217
1156,2963,49258,01000011101000011001010111010101011001001110010110,217
1344,4379,51599,01000011101000011001010111010101011001001110010110,217
1444,5593,54060,01000011101000011001010111010101011001001110010110,217
1508,6170,56543,01000011101000011001010111010101011001001110010110,217
1595,6795,58890,01000011101000011001010111010101011001001110010110,217
1734,7866,61434,01000011101000011001010111010101011001001110000110,217
1882,8589,63865,01000011101000011001010111010101011001001110000110,217
2106,9438,66215,01000011101000011001010111010101011001001110000110,217
2408,10625,68616,00100011101000001001010101011001011001001110000110,217
2656,12209,71110,00100011101000001001010101011001011001001110000110,217
2815,12644,73757,00100011101000001001010101011001011001001110000110,217
2980,13190,76455,00100011101000001001010101011001011001001110000110,217
3072,13770,79052,00100011101000001001010101011001011001001110000110,217
3134,14173,81491,00100011101000001001010101011001011001001110000110,217
3191,14793,83976,00100011101000001001010101011001011001001110000110,217
3372,15420,86527,00100011101000001001010101011001011001001110000110,217
3407,15706,89045,00100011101000001001010101011001011001001110000110,217
3975,16749,91609,00100011101000001001010101011001011001001110000110,217
4311,17612,94216,00100011101000001001010101011001011001001110000110,217
4604,18084,96981,00100011101000001001010101011001011001001110000110,217
4708,8249,99577,00100011101000001001010101011001011001001110000110,217
4840,9317,102071,00100011101000001001010101011001011001001110000110,217
4855,10800,104652,00100011101000001001010101011001011001001110000110,217
4987,11611,107246,00100011101000001001010101011001011001001110000110,217
5056,12590,109899,00100011101000001001010101011001011001001110000110,217
5155,13760,112413,00100011101000001001010101011001011001001110000110,217
5300,14489,114945,00100011101000001001010101011001011001001110000110,217
5315,14783,117545,00100011101000001001010101011001011001001110000110,217
5360,15322,120206,00100011101000001001010101011001011001001110000110,217
5460,16195,122785,00100011101000001001010101011001011001001110000110,217
5535,16509,125453,00100011101000001001010101011001011001001110000110,217
5610,17090,128030,00100011101000001001010101011001011001001110000110,217
5780,18161,130590,00100011101000001001010101011001011001001110000110,217
5961,18660,133223,00100011101000001001010101011001011001001110000110,217
5981,19183,136151,00100011101000001001010101011001011001001110000110,217
6396,20992,138958,00100011101000001001010101011001011001001110000110,217
6424,21523,141796,00100011101000001001010101011001011001001110000110,217
6809,22836,144545,00100011101000001001010101011001011001001110000110,217
6995,23496,147290,00100011101000001001010101011001011001001110000110,217
7126,24021,150063,00100011101000001001010101011001011001001110000110,217
7358,11503,152714,00100011101000001001010101011001011001001110000110,217
7646,12800,155088,00100011101000001001010101011001011001001110000110,217
7722,13685,157555,00100011101000001001010101011001011001001110000110,217
7834,15340,160076,00100011101000001001010101011001011001001110000110,217
7930,16903,162706,00100011101000001001010101011001011001001110000110,217
8137,17465,165425,00100011101000001001010101011001011001001110000110,217
8260,18584,168069,00100011101000001001010101011001011001001110000110,217
8352,19124,170703,00100011101000001001010101011001011001001110000110,217
8418,20140,173432,00100011101000001001010101011001011001001110000110,217
8484,21539,176123,00100011101000001001010101011001011001001110000110,217
8704,22533,178802,00100011101000001001010101011001011001001110000110,217
8766,23367,181423,00100011101000001001010101011001011001001110000110,217
8929,24161,184058,00100011101000001001010101011001011001001110000110,217
8945,24593,186609,00100011101000001001010101011001011001001110000110,217
9019,25138,189212,00100011101000001001010101011001011001001110000110,217
9104,25675,191834,00100011101000001001010101011001011001001110000110,217
9186,26169,194461,00100011101000001001010101011001011001001110000110,217
9291,26947,197120,00100011101000001001010101011001011001001110000110,217
9431,27718,199719,00100011101000001001010101011001011001001110000110,217
9487,28362,202435,00100011101000001001010101011001011001001110000110,217
9587,13805,205368,00100011101000001001010101011001011001001110000110,217
9651,15134,208007,00100011101000001001010101011001011001001110000110,217
9807,16130,210576,00100011101000001001010101011001011001001110000110,217
9816,17063,213117,00100011101000001001010101011001011001001110000110,217
10188,18376,215690,00100011101000001001010101011001011001001110000110,217
10447,19847,218205,00100011101000000001010101011001111001001110000110,217
10572,21296,220870,00100011101000000001010101011001111001001110000110,217
10676,22089,223513,00100011101000000001010101011001111001001110000110,217
10770,23494,226072,00100011101000000001010101011001111001001110000110,217
10917,24607,228745,00100011101000000001010101011001111001001110000110,217
11007,25590,231305,00100011101000000001010101011001111001001110000110,217
11056,27993,234012,00100011101000000001010101011001111001001110000110,217
11123,28459,236703,00100011101000000001010101011001111001001110000110,217
11160,29453,239507,00100011101000000001010101011001111001001110000110,217
11235,29990,242222,00100011101000000001010101011001111001001110000110,217
11741,31375,244778,00100011101000000000010101010001111001001010000110,217
11890,31892,247819,00100011101000000000010101010001111001001010000110,217
11932,32177,250712,00100011101000000000010101010001111001001010000110,217
11961,32703,253543,00100011101000000000010101010001111001001010000110,217
12031,33008,256498,00100011101000000000010101010001111001001010000110,217
12068,16141,259521,00100011101000000000010101010001111001001010000110,217
12336,17542,262122,00100011101000000000010101010001111001001010000110,217
12507,18676,264615,00100011101000000000010101010001111001001010000110,217
12580,19671,267348,00100011101000000000010101010001111001001010000110,217
12661,20556,269990,00100011101000000000010101010001111001001010000110,217
12708,21895,272701,00100011101000000000010101010001111001001010000110,217
12731,22399,275582,00100011101000000000010101010001111001001010000110,217
12739,23708,278381,00100011101000000000010101010001111001001010000110,217
12868,24615,281141,00100011101000000000010101010001111001001010000110,217
12999,25913,283895,00100011101000000000010101010001111001001010000110,217
13398,26895,286617,00100011101000000000010101010001100001001010000110,217
13433,27129,289422,00100011101000000000010101010001100001001010000110,217
13539,27789,292190,00100011101000000000010101010001100001001010000110,217
13722,28488,294963,00100011101000000000010101010001100001001010000110,217
13775,29505,297861,00100011101000000000010101010001100001001010000110,217
13854,30312,300757,00100011101000000000010101010001100001001010000110,217
13887,30697,303658,00100011101000000000010101010001100001001010000110,217
14023,32222,306406,00100011101000000000010101010001100001001010000110,217
14025,33092,309388,00100011101000000000010101010001100001001010000110,217
14037,33609,312248,00100011101000000000010101010001100001001010000110,217
14116,18185,315386,00100011101000000000010101010001100001001010000110,217
14562,19821,318054,00100011101000000000010101010001100001001010000110,217
14611,20814,320794,00100011101000000000010101010001100001001010000110,217
14629,22070,323458,00100011101000000000010101010001100001001010000110,217
14659,22844,326241,00100011101000000000010101010001100001001010000110,217
14707,23686,329027,00100011101000000000010101010001100001001010000110,217
15136,25004,331659,00100011101000000000010101010001100001001010000110,217
15161,25633,334375,00100011101000000000010101010001100001001010000110,217
15412,26737,336975,00100011101000000000010101010001100001001010000110,217
15734,27827,339650,00100011101000000000010101010001100001001010000110,217
15891,28977,342553,00100011101000000000010101010001100001001010000110,217
15921,30551,345549,00100011101000000000010101010001100001001010000110,217
16082,31489,348251,00100011101000000000010101010001100001001010000110,217
16321,32459,351085,00100011101000000000010101010001100001001010000110,217
16475,33246,353906,00100011101000000000010101010001100001001010000110,217
16721,34599,356715,00100011101000000000010101010001100001001010000110,217
16738,35659,359698,00100011101000000000010101010001100001001010000110,217
17126,37312,362651,00100011101000000000010101010001100001001010000110,217
17744,39180,365688,00100011101000000000010101010001100001001010000110,217
17776,39744,368652,00100011101000000000010101010001100001001010000110,217
18057,22962,371519,00100011101000000000010101010001100001001010000110,217
18057,24185,374163,00100011101000000000010101010001100001001010000110,217
18339,25930,376861,00100011101000000000010101010001100001001010000110,217
18442,26749,379813,00100011101000000000010101010001100001001010000110,217
18473,27412,382595,00100011101000000000010101010001100001001010000110,217
18576,28230,385686,00100011101000000000010101010001100001001010000110,217
18613,28537,388616,00100011101000000000010101010001100001001010000110,217
18745,30345,391623,00100011101000000000010101010001100001001010000110,217
18804,30794,394605,00100011101000000000010101010001100001001010000110,217
18851,32015,397594,00100011101000000000010101010001100001001010000110,217
