nstrings,nstates,duration_ms,fittest,fitness
1,51,211,11000101101010111001010100101001110100100110100110,193
44,285,2827,11000101101010101001010100101001110100000010100110,204
62,755,5298,11000101101000001001010100101001110100000010100100,209
290,1517,7705,11000001101000110000010100101000110101000010100100,211
264,1067,10066,11000101111100101000010100101000100110000010110100,213
866,2900,12409,10000101111100101000010100101000100111000010110100,213
260,1422,14715,11000101111100101000010101101000100111000010110101,214
699,2775,17144,01000101111100101000010101101000000110000010110101,214
1003,3539,19502,01000101111100101000010101101000000110000010110101,214
1391,4263,21924,01000101111100101000010101101000000110000010110101,214
1603,5543,24450,01000101111100101000010101101000000110000010110101,214
2103,6582,27062,00000101111100101000010101101000000110000010110101,214
2482,8009,29658,00000101111100101000010101101000000110000010110101,214
2789,9706,32285,00000101111100101000010101101000000110000010110101,214
2987,10488,34834,00000101111100101000010101101000000110000010110101,214
4053,12329,37324,00000101111100101000010101101000000110000010110101,214
4497,13431,39843,00000101111100101000010101101000000110000010110101,214
5724,15772,42439,00000101111100101000010101101000000111000011110101,214
6532,16595,45104,00000101111100101000010101101000000111000011110101,214
6853,17173,47779,00000101111100101000010101101000000111000011110101,214
7106,18042,50362,00000101111100101000010101101000000111000011110101,214
1898,4118,52960,01000101011101101000010101101000000110000011111101,215
803,3939,55251,00000101010101101000010101101000000110000010111101,216
1062,5119,57591,00000101010101101000010101101000000110000010111101,216
1330,6343,59954,00000101010101101000010101101000000110000010111101,216
1571,7492,62172,00000101010101101000010101101000000110000010111101,216
1817,8608,64564,00000101010101101000010101101000000110000010111101,216
2047,9636,67022,00000101010101101000010101101000000110000010111101,216
2302,10475,69481,00000101010101101000010101101000000110000010111101,216
2420,11066,71824,00000101010101101000010101101000000110000010111101,216
2598,11525,74277,00000101010101101000010101101000000110000010111101,216
3013,12739,76779,00000101010101101000010101101000000110000010111101,216
3094,13168,79366,00000101010101101000010101101001000110000010111100,216
3256,14380,81962,00000101010101101000010101101001000110000010111100,216
3374,14854,84440,00000101010101101000010101101000000110000010111101,216
3469,15409,87036,00000101010101101000010101101000000110000010111101,216
3637,16137,89567,00000101010101101000010101101000000110000010111101,216
3835,17369,92018,00000101010101101000010101101000000110000010111101,216
3885,17685,94539,00000101010101101000010101101000000110000010111101,216
4103,18454,97131,00000101010101101000010101101000000110000010111101,216
4162,18736,99545,00000101010101101000010101101000000110000010111101,216
4293,9770,102024,00000101010101101000010101101000000110000010111101,216
819,5207,104288,01100101010101101100010101100010000111000010111101,217
1032,6069,106424,01100101010101101000010101100011000111000010111100,217
1598,7288,108590,00100101010101101000010101100011000111000010111100,217
2010,8545,110805,00000101010101101000010101100011000111001011111111,217
2503,10281,112989,00000101010101101000010101100011000111001011111111,217
2714,10951,115203,00000101010101101000010101100011000111001011111111,217
3149,12483,117519,00000101010101101000010101100011000111001011111111,217
3515,13637,119800,00000101010101101000010101100011000111001011111111,217
3827,14637,122166,00000101010101101000010101100011000111001011111111,217
817,5298,124409,00100101010101001000010100100011010111000010111100,218
