nstrings,nstates,duration_ms,fittest,fitness
1,51,210,10100001110101101001001101010011011000111001101101,189
5,86,490,10100001110101101001000101010011011000111001101101,193
10,103,807,10100001110101001001000101010011011000111001101101,196
7,100,1101,10100001110101001000000101010011011000111001101101,199
21,182,1372,10100001110101001000000101010011011000111001101111,201
24,192,1673,10100001110101001000000101010011011000101001101111,202
23,224,1949,10100001110101101000000101010011011000101001111110,203
24,249,2247,00100001110101101000000101010011011000101001111110,204
15,204,2529,10100001110101101000000101010011011010101001111110,206
13,175,2841,10100001110101101000000111010011011010101001111110,208
18,233,3129,10100001110101101000000111010011011011101001111110,210
24,212,3402,10100101110101101000000111010011011011101001111110,211
39,231,3707,10100101110101101000000111010011011011101001111110,211
53,278,4011,10100101110101101000000111010011011011101001111110,211
67,303,4285,10100101110101101000000111010011011011101001111110,211
81,368,4559,10100101110101101000000111010011011011101001111110,211
93,414,4833,10100101110101101000000111010011011011101001111110,211
109,474,5108,10100101110101101000000111010011011011101001111110,211
124,515,5383,10100101110101101000000111010011011011101001111110,211
139,626,5658,10100001110101001000000111010011001010101011111110,211
155,641,5935,10100001110101001000000111010011001010101011111110,211
168,597,6217,10100001110101001000000111010011001010101011111110,211
168,614,6499,10100001110101001000000111010011001010101011111110,211
59,470,6817,10100101110101101000010111110011011011101001111110,212
69,499,7131,10100101110101101000010111110011011011101001111110,212
80,556,7439,10100101110101101000010111110011011011101001111110,212
80,558,7715,10100101110101101000010111110011011011101001111110,212
95,611,7996,10100101110101101000010111110011011011101001111110,212
95,611,8280,10100101110101101000010111110011011011101001111110,212
95,612,8572,10100101110101101000010111110011011011101001111110,212
107,660,8873,10100101110101101000000111110011011011101010011110,212
122,699,9177,10100101110101101000000111110011011011101010011110,212
129,723,9491,10100101110101101000000111110011011011101010011110,212
158,782,9766,10100001110101001000010111010011011011101001111110,212
188,878,10040,10100001110101001000010111010011011011001001111110,212
67,565,10319,10100101110101101100010111110011011011101001111110,213
81,619,10590,10100101110101101100010111110011011011101001111110,213
107,678,10866,00100101110101101000000111110011011011101010011110,213
122,757,11139,00100101110101101000000111110011011011101010011110,213
134,797,11418,00100101110101101000000111110011011011101010011110,213
149,842,11690,00100101110101101000000111110011011011101010011110,213
177,755,11964,00100101110101101000000111110011011011101010011110,213
204,847,12241,00100101110101101000000111110011011011101010011110,213
231,870,12518,00100101110101101000000111010011011011101010011110,213
245,900,12795,00100101110101101000000111010011011011101010011110,213
258,946,13075,00100101110101101000000111010011011011101010011110,213
272,1001,13352,00100101110101101000000111010011011011101010011110,213
300,1075,13632,00100101110101101000000111010011011011101010011110,213
313,1238,13916,00100101110101101000000111010011011011101010011110,213
323,1282,14203,00100101110101101000000111010011011011101010011110,213
340,1337,14481,00100101110101101000000111010011011011101010011110,213
354,1395,14763,00100101110101101000000111010011011011101010011110,213
394,1447,15049,00100101110101101000000111010011011011101010011110,213
408,1475,15335,00100101110101101000000111010011011011101010011110,213
420,1586,15622,00100101110101101000000111010011011011101010011110,213
431,1683,15907,00100101110101101000000111010011011011101010011110,213
