nstrings,nstates,duration_ms,fittest,fitness
1,51,208,01100111100011011010011010101001110011101101111011,189
17,118,928,01100111100011011010011010101001110111101001111011,195
21,239,1628,01100111100011011010010010101001110111001001111011,199
27,216,2320,01100111100011011010010000111001111111101001111011,203
13,161,3006,01100111000011011010010000111000111111101001111011,206
51,503,3690,01100111000011011010010000011000111111101001101011,208
59,623,4373,01100111000011011010010000011000011111101001101001,210
58,632,5052,01100111000011011010010100011000011111101001101001,211
343,1368,5726,01100111000011011010010100011000011111101001101001,211
343,1370,6404,01100111000011011010010100011000011111101001101001,211
606,2071,7095,01100111000011011010010100011000011111101001101001,211
700,2526,7799,01100111000011011010010100011000011111101001101001,211
824,2997,8508,01100111000011011010010100011000011111101001101001,211
225,1546,9270,01000111000101011010110000011001011101101000101001,212
338,1956,9995,01100111000011011010110100011000011111101001100001,212
417,2230,10757,01100111000011011010110100011000011111101001100001,212
526,2605,11453,01100111000011011010110100011000011111101001100001,212
609,2955,12154,01100111000011011010110100011000011111101001100001,212
675,3413,12911,01100111000011011010110100011000011111101001100001,212
814,3776,13668,01100101000111011110111000011000011101101000100001,212
953,4175,14460,01100101000111011110111000011000011101101000100001,212
41,314,15211,01100111000001011010110100011001011111101000101001,214
323,970,15888,01000111000001011110110100011001011111101000101001,214
424,1462,16576,01000111000000011010110100011001011111101000101001,214
559,1885,17261,01000111000000011010110100011001011111101000101001,214
673,2242,17957,01000111000000001010110100011000011101101000101101,214
743,2618,18656,01000111000000001010110100011000011101101000101101,214
861,2950,19371,01000101000000001010110100011000001101101000101101,214
338,1649,20071,01110111000001011110110100011100001111101000101101,215
454,2044,20755,01100110000101011110111100111010011101101000101001,215
532,2294,21455,01100101000000011100110100111000011101101000101101,215
616,2649,22156,01010111000000001010110100011010011101101000101101,215
151,1199,22844,01100110000101011100111100111010011101101000001001,216
199,1354,23525,01010110000000001010111100111010011101101000101001,216
279,1746,24210,01010110000000001010111100111010011101101000101001,216
342,1995,24908,01000101000000011010110100011000001101101000100101,216
427,2263,25602,01000101000000011010110100011000001101101000100101,216
511,2584,26295,01000101000000011010110100011000001101101000100101,216
610,2996,26995,01000101000000011010110100011000001101101000100101,216
697,3326,27704,01000101000000011010110100011000001101101000100101,216
772,3554,28413,01000101000000011010110100011000001101101000100101,216
865,2421,29135,01000101000000011010110100011000001101101000100101,216
264,1604,29828,01100110000101011101101100111010011101111000001101,217
356,2050,30509,01010111000000011110110100011000001101101000100101,217
426,2297,31199,01010111000000011110110100011000001101101000100101,217
528,2532,31894,01010101000000011110110100111000001101101000100101,217
598,2683,32584,01010101000000011110110100111000001101101000100101,217
665,2967,33285,01010101000000011110110100111000001101101000100101,217
746,3128,33995,01010101000000011110110100111000001101101000100101,217
796,3244,34702,01010101000000011110110100111000001101101000100101,217
877,3526,35410,01010101000000011110110100111000001101101000100101,217
935,3688,36118,01010101000000011110110100111000001101101000100101,217
1004,4019,36831,01010101000000011110110100111000001101101000100101,217
271,1623,37534,01010111000000001110111100111000001101001000100101,218
