nstrings,nstates,duration_ms,fittest,fitness
1,51,199,01100111000010000110101000011110011001111100000111,190
120,463,15045,01100111000010000100111001011111011001111100000111,202
238,2182,29927,00100111000001000110000001011110010001111100000110,209
603,3583,44104,00100111000001000110000001011011010011111100010110,213
1986,5454,57471,00100011000001000110010001001011000001011100010110,214
2324,6384,70353,00100011000001000010010001001011000011011100010110,215
2818,7021,83518,00100011001101000010010001001011000011011101011110,216
1156,3968,96782,00100001001101000010010000000011000011011110011100,217
2484,7097,109697,00100001000101000010010001000011000001011110110110,217
5105,11068,122485,00100011000101000010010001000011010011001011011110,217
5567,12690,135131,00100011000101000010010001000011010011001011011110,217
1530,5243,147476,00100001000101000010010100100011010111010010111100,218
