nstrings,nstates,duration_ms,fittest,fitness
1,51,202,01111110001000000001110100001110110011000110001100,196
97,527,13505,01110111101000000001110100001110110001000110001100,207
101,616,26649,01110111101000000001010100000111110001010110001100,213
562,1866,39659,00110111101000000001010100000011110001010110001100,215
3203,7370,52767,00110111101000000001010100000011110001010110001100,215
940,3915,65407,01110011101010000000010100000111110001011000001100,216
1958,6073,78960,00010001101000010001010110010111110001011110011100,216
2987,8613,92352,00010001101000010001010110010111110001011110011100,216
4245,11621,104995,00110101100000000001010110000011110001011110011100,216
5272,13295,118358,00110101100000000001010110000011110001011110011100,216
658,4273,132609,01100011101000010001010101011101111001001110000110,217
1002,5481,146100,01100011101000010001010101011101111001001110000110,217
1952,7500,159086,01100011101000000001010101011101110001001110000110,217
2694,9263,171375,01100011101000000000010101000001100001001010000110,217
3521,11183,183645,01100011101000000000010101010001100001001010000110,217
4393,13066,195001,00100011001001010000010001000001000011001011000110,217
4501,14303,208381,00100011001001010000010001000001000011001011000110,217
8675,19506,220809,00100011101000000001010101011001100001001110000110,217
8751,20120,234550,00100011101000000001010101011001100001001110000110,217
10705,22999,246677,00100011101000000000010101000001100001001010000110,217
15355,27279,259487,00100011101000000000010101000001100001001010000110,217
16235,16067,272522,00100011101000000000010101000001100001001010000110,217
16853,18596,286143,00100011001001010000010001000001000011001011000110,217
24358,28307,298596,00100011001001010000010001000001000011001011000110,217
27606,34755,311485,00100011001001010000010001000001000011001011000110,217
30338,39486,324219,00100011001001010000010001000001000011001011000110,217
32387,43716,337653,00100011001001010000010001000001000011001011000110,217
34150,47463,350130,00100001001001000000010001001001010011001011000110,217
35166,50617,363135,00100001001001000000010001001001010011001011000110,217
39307,55632,376858,00100001001001000000010001001001010011001011000110,217
42474,59641,390967,00100001001001000000010001000001010001001010000110,217
43704,61953,404618,00100001001001000000010001001001010011001011000110,217
45219,66404,418379,00100001001001000000010001000001010001001010000110,217
45850,68810,431714,00100001001001000000010001000001010001001010000110,217
46651,70735,445590,00100001001001000000010001000001010001001010000110,217
47670,72976,460202,00100001001001000000010001000001010001001010000110,217
48363,75995,474128,00100001001001000000010001000001010001001010000110,217
51216,82471,488143,00100001001001000000010001000001010001001010000110,217
52862,85290,502310,00100001001001000000010001000001010001001010000110,217
59144,92974,515892,00100001001001000000010001000001010001001010000110,217
60025,97980,529759,00100001001001000000010001000001010001001010000110,217
61260,49060,544661,00100001001001000000010001000001010001001010000110,217
62932,58325,558672,00100001001001000000010001000001010001001010000110,217
64454,64132,572353,00100001001001000000010001000001010001001010000110,217
65294,67176,586151,00100001001001000000010001000001010001001010000110,217
66142,70551,599177,00100001001001000000010001001001010011001011000110,217
68026,76214,612802,00100001001001000000010001000001010001001010000110,217
