nstrings,nstates,duration_ms,fittest,fitness
1,51,199,10010100011000100000011111110110101101001101111011,190
13,94,464,10010100011000100000011111110110101101000101111011,193
11,114,719,10010100011000100000011111111110101101000101111011,196
21,129,975,10010100011000100000010110110110101101000101111011,197
27,149,1231,10010000011000100000010110110110101101000101111011,198
24,155,1486,10010000011000100000010110110110101101000101011011,200
23,187,1743,10010000011001100000010110110110101101000101011011,201
18,149,1998,10010000011001100000010110110110001101000101011011,203
8,101,2254,10010000011001100000010110111110001101000101011011,205
14,119,2510,10010010011001100000010111110110000101000101011011,206
15,139,2766,10010010011011100000010111110110000101000101011011,207
13,139,3019,10010010011001100000010111110100000101000101011011,208
13,170,3272,10010010011001000000010111110100000101000101011011,209
8,123,3526,10010010011001100001010111110100000101000101011011,211
9,141,3780,10010010011001100001010011110100000101000101011011,212
20,253,4033,10010010011001100001010011110100000101000101011010,213
33,274,4287,10010010011001100001010011110100000101000101011010,213
45,324,4542,10010010011001100001010011110100000101000101011010,213
59,311,4795,10010010011001100001010010110100000101000101011010,213
70,355,5055,10010010011001100001010010110100000101000101011010,213
82,497,5311,10010010011001100001010010110100000101000101011010,213
21,199,5566,10011010011001100001010011110100000101000101011010,215
35,223,5820,10011010011001100001010011110100000100000101011010,215
48,270,6073,10011010011001100001010011110100000100000101011010,215
65,386,6329,10011010011001100001010011110100000100000101011010,215
78,420,6583,10011010011001000001010011110100000101000101011010,215
94,487,6839,10011010011001000001010011110100000101000101011010,215
108,540,7097,10011010011001000001010011110100000101000101011010,215
130,575,7353,10011010011001000001010011110100000101000101011010,215
139,591,7608,10011010011001000001010011110100000101000101011010,215
153,614,7870,10011010011001000001010011110100000101000101011010,215
179,678,8128,10011010011001000001010011110100000101000101011010,215
194,761,8387,10011010011001000001010011110100000101000101011010,215
220,808,8645,10011010011001000001010011110100000101000101011010,215
241,835,8904,10011010011001000001010011110100000101000101011010,215
256,891,9163,10011010011001000001010011110100000101000101011010,215
271,989,9425,10011010011001000001010011110100000101000101011010,215
285,1094,9687,10011010011001000001010011110100000101000101011010,215
298,1135,9950,10011010011001000001010011110100000101000101011010,215
331,1164,10213,10011010011001000001010011110100000101000101011010,215
106,616,10475,10111010011000100001110011110100000101000001011010,216
119,445,10734,10111010011000100001110011110100000101000001011010,216
129,492,10991,10111010011000100001110011110100000101000001011010,216
141,552,11248,10111010011000100001110011110100000101000001011010,216
155,603,11506,10111010011000100001110011110100000101000001011010,216
169,657,11764,10111010011000100001110011110100000101000001011010,216
192,691,12021,10111010011000100001110011110100000101000001011010,216
207,753,12282,10111010011000100001110011110100000101000001011010,216
221,763,12540,10111010011000100001110011110100000101000001011010,216
235,784,12798,10111010011000100001110011110100000101000001011010,216
259,830,13054,10111010011000100001110011110100000101000001011010,216
272,842,13314,10111010011000100001110011110100000101000001011010,216
294,875,13571,10111010011000100001110011110100000101000001011010,216
307,931,13831,10111010011000100001110011110100000101000001011010,216
324,956,14089,10111010011000100001110011110100000101000001011010,216
337,1000,14349,10111010011000100001110011110100000101000001011010,216
337,1018,14610,10111010011000100001110011110100000101000001011010,216
352,1063,14873,10111010011000100001110011110100000101000001011010,216
360,1145,15137,10111010011000100001110011110100000101000001011010,216
375,1203,15402,10111010011000100001110011110100000101000001011010,216
397,1257,15665,10111010011000100001110011110100000101000001011010,216
416,1192,15932,10111010011000100001110011110100000101000001011010,216
432,1241,16195,10111010011000100001110011110100000101000001011010,216
444,1297,16462,10111010011000100001110011110100000101000001011010,216
455,1407,16725,10111010011000100001110011110100000101000001011010,216
466,1419,16990,10111010011000100001110011110100000101000001011010,216
481,1490,17257,10111010011000100001110011110100000101000001011010,216
502,1530,17525,10111010011000100001110011110100000101000001011010,216
516,1585,17795,10111010011000100001110011110100000101000001011010,216
529,1598,18064,10111010011000100001110011110100000101000001011010,216
542,1633,18331,10111010011000100001110011110100000101000001011010,216
553,1689,18598,10111010011000100001110011110100000101000001011010,216
565,1767,18865,10111010011000100001110011110100000101000001011010,216
580,1812,19136,10111010011000100001110011110100000101000001011010,216
593,1887,19408,10111010011000100001110011110100000101000001011010,216
605,1929,19679,10111010011000100001110011110100000101000001011010,216
615,1973,19952,10111010011000100001110011110100000101000001011010,216
627,2037,20225,10111010011000100001110011110100000101000001011010,216
640,2157,20499,10111010011000100001110011110100000101000001011010,216
640,2164,20775,10111010011000100001110011110100000101000001011010,216
655,2200,21054,10111010011000100001110011110100000101000001011010,216
665,1987,21331,10111010011000100001110011110100000101000001011010,216
677,2019,21606,10111010011000100001110011110100000101000001011010,216
687,2045,21877,10111010011000100001110011110100000101000001011010,216
697,2078,22150,10111010011000100001110011110100000101000001011010,216
715,2155,22423,10111010011000100001110011110100000101000001011010,216
736,2261,22696,10111010011000100001110011110100000101000001011010,216
748,2309,22970,10111010011000100001110011110100000101000001011010,216
762,2399,23245,10111010011000100001110011110100000101000001011010,216
775,2434,23523,10111010011000100001110011110100000101000001011010,216
787,2460,23801,10111010011000100001110011110100000101000001011010,216
802,2487,24077,10111010011000100001110011110100000101000001011010,216
813,2485,24353,10111010011000100001110011110100000101000001011010,216
822,2541,24630,10111010011000100001110011110100000101000001011010,216
834,2576,24910,10111010011000100001110011110100000101000001011010,216
851,2601,25187,10111010011000100001110011110100000101000001011010,216
865,2609,25464,10111010011000100001110011110100000101000001011010,216
878,2663,25745,10111010011000100001110011110100000101000001011010,216
892,2709,26021,10111010011000100001110011110100000101000001011010,216
905,2724,26301,10111010011000100001110011110100000101000001011010,216
905,2756,26580,10111010011000100001110011110100000101000001011010,216
928,2520,26865,10111010011000100001110011110100000101000001011010,216
942,2560,27141,10111010011000100001110011110100000101000001011010,216
956,2639,27421,10111010011000100001110011110100000101000001011010,216
969,2658,27698,10111010011000100001110011110100000101000001011010,216
984,2801,27977,10111010011000100001110011110100000101000001011010,216
999,2856,28257,10111010011000100001110011110100000101000001011010,216
1009,2908,28538,10111010011000100001110011110100000101000001011010,216
1026,2999,28820,10111010011000100001110011110100000101000001011010,216
1040,3041,29100,10111010011000100001110011110100000101000001011010,216
1050,3064,29383,10111010011000100001110011110100000101000001011010,216
1060,3148,29665,10101010011000100001110011110100000101100000011010,216
1068,3180,29951,10101010011000100001110011110100000101100000011010,216
1078,3219,30233,10101010011000100001110011110100000101100000011010,216
1096,3243,30518,10101010011000100001110011110100000101100000011010,216
1116,3278,30807,10101010011000100001110011110100000101100000011010,216
1126,3333,31093,10101010011000100001110011110100000101100000011010,216
1138,3389,31382,10101010011000100001110011110100000101100000011010,216
1149,3417,31668,10101010011000100001110011110100000101100000011010,216
1165,3465,31956,10101010011000100001110011110100000101100000011010,216
1175,3467,32242,10101010011000100001110011110100000101100000011010,216
1186,3105,32537,10101010011000100001110011110100000101100000011010,216
1195,3138,32822,10101010011000100001110011110100000101100000011010,216
1215,3185,33104,10101010011000100001110011110100000101100000011010,216
1227,3215,33386,10101010011000100001110011110100000101100000011010,216
1227,3216,33668,10101010011000100001110011110100000101100000011010,216
1243,3257,33952,10101010011000100001110011110100000101100000011010,216
1256,3301,34238,10101010011000100001110011110100000101100000011010,216
1276,3358,34525,10101010011000100001110011110100000101100000011010,216
1284,3373,34813,10101010011000100001110011110100000101100000011010,216
1294,3444,35101,10101010011000100001110011110100000101100000011010,216
1303,3502,35391,10101010011000100001110011110100000101100000011010,216
1315,3542,35678,10101010011000100001110011110100000101100000011010,216
1328,3603,35965,10101010011000100001110011110100000101100000011010,216
1346,3630,36254,10101010011000100001110011110100000101100000011010,216
1359,3694,36544,10101010011000100001110011110100000101100000011010,216
1372,3750,36835,10101010011000100001110011110100000101100000011010,216
1383,3877,37128,10101010011000100001110011110100000101100000011010,216
1398,3930,37420,10101010011000100001110011110100000101100000011010,216
1414,4072,37711,10101010011000100001110011110100000101100000011010,216
1430,4137,38004,10101010011000100001110011110100000101100000011010,216
1443,3858,38307,10101010011000100001110011110100000101100000011010,216
1466,3889,38598,10101010011000100001110011110100000101100000011010,216
1466,3892,38892,10101010011000100001110011110100000101100000011010,216
1478,4001,39185,10101010011000100001110011110100000101100000011010,216
1501,4049,39479,10011010011000110001110011110100000101000001011010,216
1516,4147,39772,10011010011000110001110011110100000101000001011010,216
1530,4179,40068,10011010011000110001110011110100000101000001011010,216
1545,4216,40365,10011010011000110001110011110100000101000001011010,216
1558,4280,40667,10011010011000110001110011110100000101000001011010,216
1572,4326,40962,10011010011000110001110011110100000101000001011010,216
1572,4336,41260,10011010011000110001110011110100000101000001011010,216
1584,4392,41557,10011010011000110001110011110100000101000001011010,216
1606,4474,41855,10011010011000110001110011110100000101000001011010,216
1619,4511,42156,10011010011000110001110011110100000101000001011010,216
1641,4553,42456,10011010011000110001110011110100000101000001011010,216
1656,4584,42756,10011010011000110001110011110100000101000001011010,216
1669,4615,43058,10011010011000110001110011110100000101000001011010,216
1681,4660,43358,10011010011000110001110011110100000101000001011010,216
1681,4699,43659,10011010011000110001110011110100000101000001011010,216
1697,4730,43961,10011010011000110001110011110100000101000001011010,216
1711,4557,44272,10011010011000110001110011110100000101000001011010,216
1729,4634,44576,10011010011000110001110011110100000101000001011010,216
1739,4656,44883,10011010011000110001110011110100000101000001011010,216
1750,4692,45186,10011010011000110001110011110100000101000001011010,216
1764,4715,45489,10011010011000110001110011110100000101000001011010,216
1775,4768,45789,10011010011000110001110011110100000101000001011010,216
1784,4786,46094,10011010011000110001110011110100000101000001011010,216
1797,4872,46395,10011010011000110001110011110100000101000001011010,216
1816,4947,46700,10011010011000110001110011110100000101000001011010,216
1826,4987,47007,10011010011000110001110011110100000101000001011010,216
1840,5011,47311,10011010011000110001110011110100000101000001011010,216
1849,5038,47617,10011010011000110001110011110100000101000001011010,216
1862,5063,47923,10011010011000110001110011110100000101000001011010,216
1872,5122,48227,10011010011000110001110011110100000101000001011010,216
1885,5149,48536,10011010011000110001110011110100000101000001011010,216
1896,5175,48843,10011010011000110001110011110100000101000001011010,216
1902,5204,49150,10011010011000110001110011110100000101000001011010,216
1916,5224,49457,10011010011000110001110011110100000101000001011010,216
1928,5298,49765,10011010011000110001110011110100000101000001011010,216
1951,5347,50072,10011010011000110001110011110100000101000001011010,216
1961,5038,50393,10011010011000110001110011110100000101000001011010,216
1975,5096,50699,10011010011000110001110011110100000101000001011010,216
1984,5110,51006,10011010011000110001110011110100000101000001011010,216
1998,5158,51312,10011010011000110001110011110100000101000001011010,216
2005,5209,51617,10011010011000110001110011110100000101000001011010,216
2022,5235,51923,10011010011000110001110011110100000101000001011010,216
2041,5286,52231,10011010011000110001110011110100000101000001011010,216
2053,5343,52539,10011010011000110001110011110100000101000001011010,216
2065,5379,52847,10011010011000110001110011110100000101000001011010,216
2083,5444,53155,10011010011000110001110011110100000101000001011010,216
2099,5561,53466,10011010011000110001110011110100000101000001011010,216
2112,5577,53778,10011010011000110001110011110100000101000001011010,216
2128,5603,54089,10011010011000110001110011110100000101000001011010,216
2140,5647,54401,10011010011000110001110011110100000101000001011010,216
2152,5739,54713,10011010011000110001110011110100000101000001011010,216
2161,5744,55026,10011010011000110001110011110100000101000001011010,216
2161,5763,55340,10011010011000110001110011110100000101000001011010,216
2161,5787,55652,10011010011000110001110011110100000101000001011010,216
2178,5856,55967,10011010011000110001110011110100000101000001011010,216
2189,5901,56281,10011010011000110001110011110100000101000001011010,216
2200,5572,56606,10011010011000110001110011110100000101000001011010,216
2200,5601,56920,10011010011000110001110011110100000101000001011010,216
2211,5656,57233,10011010011000110001110011110100000101000001011010,216
2228,5676,57546,10011010011000110001110011110100000101000001011010,216
2244,5741,57858,10011010011000110001110011110100000101000001011010,216
2255,5819,58175,10011010011000110001110011110100000101000001011010,216
2263,5834,58491,10011010011000110001110011110100000101000001011010,216
2276,5908,58804,10011010011000110001110011110100000101000001011010,216
2290,5948,59121,10011010011000110001110011110100000101000001011010,216
2315,6034,59437,10011010011000110001110011110100000101000001011010,216
2330,6056,59757,10011010011000110001110011110100000101000001011010,216
2346,6107,60072,10011010011000110001110011110100000101000001011010,216
2362,6172,60389,10011010011000110001110011110100000101000001011010,216
2373,6282,60710,10011010011000110001110011110100000101000001011010,216
2382,6374,61030,10011010011000110001110011110100000101000001011010,216
2394,6403,61349,10011010011000110001110011110100000101000001011010,216
2405,6426,61668,10011010011000110001110011110100000101000001011010,216
2414,6438,61991,10011010011000110001110011110100000101000001011010,216
2427,6501,62314,10011010011000110001110011110100000101000001011010,216
2440,6546,62647,10011010011000110001110011110100000101000001011010,216
2451,6241,62986,10011010011000110001110011110100000101000001011010,216
2465,6298,63305,10011010011000110001110011110100000101000001011010,216
2473,6319,63625,10011010011000110001110011110100000101000001011010,216
2486,6405,63944,10011010011000110001110011110100000101000001011010,216
2502,6502,64264,10011010011000110001110011110100000101000001011010,216
2523,6558,64585,10011010011000110001110011110100000101000001011010,216
2544,6592,64909,10011010011000110001110011110100000101000001011010,216
2554,6619,65233,10011010011000110001110011110100000101000001011010,216
2577,6749,65557,10011010011000110001110011110100000101000001011010,216
2586,6789,65882,10011010011000110001110011110100000101000001011010,216
2603,6812,66206,10011010011000110001110011110100000101000001011010,216
2617,6864,66533,10011010011000110001110011110100000101000001011010,216
2631,6924,66860,10011010011000110001110011110100000101000001011010,216
2644,6985,67188,10011010011000110001110011110100000101000001011010,216
2657,7042,67517,10011010011000110001110011110100000101000001011010,216
2676,7058,67849,10011010011000110001110011110100000101000001011010,216
2698,7098,68180,10011010011000110001110011110100000101000001001010,216
2721,7137,68509,10011010011000110001110011110100000101000001001010,216
2731,7156,68841,10011010011000110001110011110100000101000001001010,216
2744,7179,69169,10011010011000110001110011110100000101000001001010,216
2744,6865,69512,10011010011000110001110011110100000101000001001010,216
