nstrings,nstates,duration_ms,fittest,fitness
1,51,209,00111011011101111001000011010110100100101101100010,191
13,130,925,00111011011101111001010011010110000100101101100010,200
11,207,1631,00111010011101110001010011010110000100101101100010,207
35,224,2347,00111010011101110001010011000100000100101101100010,211
56,331,3018,00111010010101110001010011010100000100101011100010,214
240,705,3685,00111010010101110001010011010100000100101011100010,214
379,978,4395,00111010010101110001010011110100000100100011100010,214
503,1335,5091,00111010010101110001010011100000000101100011100010,214
112,927,5771,10111010011001110001010011110100000100100001001010,215
243,1232,6445,00111010010001110001010011010100000100100011100010,215
507,1865,7116,00111010010001110001010011010100000100100011100010,215
235,1023,7826,10011010011000110001110011110100000100100001011010,216
319,1247,8557,10011010011000110001110011010100000100100001011010,216
406,1346,9292,10011010011000110001110011010100000100100001011010,216
504,1776,9963,10011010011000110001110011010100000100100001011010,216
619,2086,10636,10011010011000110001110011010100000100100001011010,216
734,2340,11343,10011010011000110001110011010100000100100001011010,216
791,2530,12048,10011010011000110001110011010100000100100001011010,216
887,2876,12800,10011010011000110001110011010100000100100001011010,216
1097,3282,13515,10011010011000110001110011010100000100100001011010,216
1189,3600,14265,10011010011000110001110011010100000100100001011010,216
1402,2782,15061,10001010011000110001110011110100000100100001011010,216
1494,3195,15746,10001010011000010001110011110101000100100001011010,216
1567,3519,16439,10001010011000010001110011110101000100100001011010,216
1682,3975,17224,10001010011000010001110011110101000100100001011010,216
1822,4282,17981,10001010011000010001110011110101000100100001011010,216
1976,4585,18695,10001010011000010001110011110101000100100001011010,216
2068,5025,19405,10001010011000010001110011110101000100100001011010,216
2126,5256,20117,10001010011000010001110011110101000100100001011010,216
2187,5444,20834,10001010011000010001110011110101000100100001011010,216
2315,6033,21585,10001010011000010001110011110101000100100001011010,216
2407,6421,22386,10001010011000010001110011110101000100100001011010,216
2534,6992,23158,10001010011000010001110011110101000100100001011010,216
2605,7145,23939,10001010011000010001110011110101000100100001011010,216
2789,7361,24728,10001010011000010001110011110101000100100001011010,216
2855,7517,25538,10001010011000010001110011110101000100100001011010,216
3176,7885,26299,10001010011000010001110011110101000100000001011010,216
3280,8162,27049,10001010011000010001110011110101000100000001011010,216
3378,8496,27806,10001010011000010001110011110101000100000001011010,216
3481,8689,28577,10001010011000010001110011110101000100000001011010,216
3557,8927,29340,10001010011000010001110011110101000100000001011010,216
3731,6711,30187,10001010011000010001110011110101000100000001011010,216
3816,7152,30931,10001010011000010001110011110101000100000001011010,216
3925,7793,31682,10001010011000010001110011110101000100000001011010,216
