nstrings,nstates,duration_ms,fittest,fitness
1,51,196,10101011100011010100101110101100001001010110111100,182
23,139,15411,00100011100011010100000110101100001001010110111100,197
604,3011,29640,00100011100011010100010110101110001001011110011100,204
625,2759,43756,00000001100101010000000110111100011001011110111100,208
225,1537,57824,00000011100111010000000110110010011001001010011100,213
313,1295,71106,00100001100101000000000110110010010001001010111100,216
2069,4553,84367,00100001000101000000000110110010000001001010111100,216
4465,7962,97093,00100001000101000000000110110010000001001010111100,216
1722,4009,110013,00100001000101000000010100100010010001001010111100,217
4357,8308,122287,00100001000101000000010100100011010011001010111100,217
5466,10735,134865,00100001000101000000010100100011010011001010111100,217
6843,13655,147509,00100001000101000000010100100010010001001010111100,217
7737,14671,161106,00100001000101000000010100100010010001001010111100,217
1480,4813,172985,00000101010101101010010100100011010111010010111100,218
