nstrings,nstates,duration_ms,fittest,fitness
1,51,210,11001000001000010111110110110100101111100111011101,196
62,324,946,11001000001000010101110110110100101111100101011101,201
12,190,1619,11001011001000010011110100110100101111100111011101,205
13,230,2292,11001011001000010011110100110100101111100110111101,208
21,151,2967,11011011001000010001110100110100101111100110111101,211
65,376,3688,11011011001000010001110100111100101111100100111101,212
116,397,4366,11011011001000110001100100111100101111100100111101,214
95,380,5034,11011011001010100001100100111100101111100100111101,215
80,413,5748,11011111001010100001100100111100101111100100111100,216
144,613,6490,11011111001010100001100000110100101111100100111100,216
198,809,7230,11011111001010100001100000110100101111100100111100,216
269,1063,7940,11011111001010100001100000110000101111101100111100,216
324,1262,8704,11011111001010100001100000110000101111101100111100,216
380,1407,9454,11011111001010100001100000110000101111101100111100,216
439,1540,10144,11011111001010100001100000110000101111101100111100,216
502,1754,10844,11011111001010100001100000110000101111101100111100,216
675,2202,11606,10011111001010100001100000110100101111101100111100,216
722,2373,12347,11011111001010100001100000110000101111101100111100,216
764,2473,13091,11011111001010100001100000110000101111101100111100,216
822,2689,13798,11011111001010100001100000110000101111101100111100,216
845,2802,14507,10011111001010100001100100110100101111100100111100,216
906,2342,15224,11011111001010100001100000110000101111101100111100,216
972,2639,15930,10011111001010100001100000110100101111101100111100,216
1007,2995,16644,10011111001010100001100000110100101111101100111100,216
1057,3131,17360,10011111001010100001100000110100101111101100111100,216
1057,3152,18072,10011111001010100001100000110100101111101100111100,216
1102,3283,18787,10011111001010100001100000110100101111101100111100,216
1175,3797,19503,10011111001010100001100000110100101111101100111100,216
1243,3982,20221,10011111001010100001100000110100101111101100111100,216
1308,4237,20951,10011111001010100001100000110100101111101100111100,216
1337,4340,21680,10011111001010100001100000110100101111101100111100,216
1412,4624,22399,10011111001010100001100000110100101111101100111100,216
1468,4896,23132,10011111001010100001100000110100101111101100111100,216
1533,5069,23847,10011111001010100001100000110100101111101100111100,216
1692,5486,24583,10011111001010100001100000110100101111101100111100,216
1735,5661,25332,10011111001010100001100000110100101111101100111100,216
1800,5894,26072,10011111001010100001100000110100101111101100111100,216
1842,5947,26829,10011111001010100001100000110100101111101100111100,216
1881,6067,27573,10011111001010100001100000110100101111101100111100,216
1881,6107,28320,10011111001010100001100000110100101111101100111100,216
1881,6134,29071,10011111001010100001100000110100101111101100111100,216
2078,4718,29843,10011111001010100001100000110100101111101100111100,216
2110,4947,30565,10011111001010100001100000110100101111101100111100,216
2302,5637,31309,10011111001010100001100000110100101111101100111100,216
2456,6210,32066,10011111001010100001100000110100101111101100111100,216
2513,6420,32798,10011111001010100001100000110100101111101100111100,216
2606,6755,33553,10011111001010100001100000110100101111101100111100,216
2669,6918,34304,10011111001010100001100000110100101111101100111100,216
2821,7304,35077,10011111001010100001100000110100101111101100111100,216
2887,7547,35848,10011111001010100001100000110100101111101100111100,216
3026,7810,36616,10011111001010100001100000110100101111101100111100,216
3200,8258,37386,10011111001010100001100000110100101111101100111100,216
3261,8518,38173,10011111001010100001100000110100101111101100111100,216
3330,8737,38942,10011011011000000001100000100101101111101100111100,216
3502,9277,39736,10011011011000000001100000100101101111101100111100,216
3547,9489,40538,10011011011000000001100000100101101111101100111100,216
3581,9575,41348,10011011011000000001100000100101101111101100111100,216
3623,9726,42148,10011011011000000001100000100101101111101100111100,216
3699,10018,42964,10011011001000000001100000100101101111101100111110,216
3815,10433,43812,10011011001000000001100000100101101111101100111110,216
3880,10690,44618,10011011001000000001100000100101101111101100111110,216
3958,8528,45445,10011011001000000001100000100101101111101100111100,216
3994,8988,46243,10011011001000000001100000100101101101101100111100,216
4129,9483,47065,10011011001000000001100000100101101101101100111100,216
4187,9724,47913,10011011001000000001100000100101101101101100111100,216
4253,10003,48784,10011011001000000001100000100101101101101100111100,216
4294,10184,49648,10011011001000000001100000100101101101101100111100,216
4348,10581,50479,10011011001000000001100000100101101101101100111100,216
4397,11031,51367,10011011001000000001100000100101101101101100111100,216
4462,11276,52251,10011011001000000001100000100101101101101100111100,216
4503,11699,53108,10011011001000000001100000100101101101101100111100,216
4559,12039,53957,10011011001000000001100000100101101101101100111100,216
4691,12385,54798,10011011001000000001100000100101101101101100111100,216
4733,12411,55668,10011011001000000001100000100101101101101100111100,216
4769,12591,56508,10011011001000000001100000100101101101101100111100,216
4788,12715,57377,10011011001000000001100000100101101101101100111100,216
4959,13001,58244,10011011001000000001100000100101101101101100111100,216
5010,13218,59100,10011011001000000001100000100101101101101100111100,216
5177,13617,59985,10011011001000000001100000100101101101101100111100,216
5258,13814,60832,10011011001000000001100000100101101101101100111100,216
5286,13915,61694,10011011001000000001100000100101101101101100111100,216
5314,10809,62632,10011011001000000001100000100101101101101100111100,216
5367,11492,63544,10011011001000000001100000100101101101101100111100,216
5388,11673,64383,10011011001000000001100000100101101101101100111100,216
