step,duration_ms,fittest,fitness
0,1,246248,183
25000000,8722,18446744072584024577,213
50000000,17423,18446744072584024577,213
75000000,26125,18446744072584026625,213
100000000,34829,1021958657,213
125000000,43534,18446744072584024577,213
150000000,52233,1021956609,213
175000000,60932,1021958657,213
200000000,69628,18446744072584024577,213
225000000,78327,1021956609,213
250000000,87029,18446744072584026625,213
275000000,95728,18446744072584024577,213
300000000,104436,18446744072584024577,213
325000000,113145,1021958657,213
350000000,121850,1021956609,213
375000000,130556,1021956609,213
400000000,139266,18446744072584026625,213
425000000,147975,18446744072584024577,213
450000000,156680,1021956609,213
475000000,165390,1021956609,213
500000000,174109,1021958657,213
525000000,182817,18446744072584024577,213
550000000,191524,1021958657,213
575000000,200230,18446744072584026625,213
600000000,208938,18446744072584026625,213
625000000,217660,1021958657,213
650000000,226366,18446744072584024577,213
675000000,235117,1021956609,213
700000000,243824,1021958657,213
725000000,252531,18446744072584024577,213
750000000,261250,1021956609,213
775000000,269958,18446744072584026625,213
800000000,278666,18446744072584026625,213
825000000,287373,1021956609,213
850000000,296078,1021958657,213
875000000,304784,1021958657,213
900000000,313489,1021956609,213
925000000,322195,18446744072584026625,213
950000000,330904,1021956609,213
975000000,339611,1021958657,213
1000000000,348316,18446744072584024577,213
1025000000,357023,18446744072584024577,213
1050000000,365730,1021958657,213
1075000000,374436,1021958657,213
1100000000,383142,1021956609,213
1125000000,391847,1021956609,213
1150000000,400556,1021956609,213
1175000000,409273,1021956609,213
1200000000,417982,1021956609,213
1225000000,426690,18446744072584024577,213
1250000000,435402,18446744072584026625,213
1275000000,444109,1021956609,213
1300000000,452817,18446744072584026625,213
1325000000,461523,1021956609,213
1350000000,470243,1021958657,213
1375000000,478951,1021956609,213
1400000000,487657,18446744072584026625,213
1425000000,496363,18446744072584026625,213
1450000000,505069,1021956609,213
1475000000,513776,18446744072584026625,213
1500000000,522482,18446744072584024577,213
1525000000,531188,18446744072584024577,213
1550000000,539895,18446744072584024577,213
1575000000,548599,18446744072584026625,213
1600000000,557313,1021956609,213
1625000000,566023,1021958657,213
1650000000,574731,1021956609,213
1675000000,583437,18446744072584024577,213
1700000000,592144,18446744072584026625,213
1725000000,600850,18446744072584024577,213
