step,duration_ms,fittest,fitness
0,1,130809,191
25000000,9246,1774537116,214
50000000,18703,1774537116,214
75000000,28323,1774537116,214
100000000,37765,1774537116,214
125000000,47138,1774537116,214
150000000,56789,1774537116,214
175000000,66113,1774537116,214
200000000,75634,1774537116,214
225000000,85195,1774537116,214
250000000,94855,1774537116,214
275000000,104247,1774537116,214
300000000,113639,1774537116,214
325000000,123134,1774537116,214
350000000,132727,1774537116,214
375000000,142224,1774537116,214
400000000,151722,1774537116,214
425000000,161219,1774537116,214
450000000,170772,1774537116,214
475000000,180330,1774537116,214
500000000,189986,1774537116,214
525000000,199360,1774537116,214
550000000,208676,1774537116,214
575000000,218239,1774537116,214
600000000,227672,1774537116,214
625000000,237105,1774537116,214
650000000,246636,1774537116,214
675000000,256142,1774537116,214
700000000,265740,1774537116,214
725000000,275306,1774537116,214
750000000,284769,1774537116,214
775000000,294239,1774537116,214
800000000,303879,1774537116,214
825000000,313603,1774537116,214
850000000,323056,1774537116,214
875000000,332547,1774537116,214
900000000,342059,1774537116,214
925000000,351530,1774537116,214
950000000,361226,1774537116,214
975000000,370873,1774537116,214
1000000000,380724,1774537116,214
1025000000,390355,1774537116,214
1050000000,400080,1774537116,214
1075000000,409788,1774537116,214
1100000000,419344,1774537116,214
1125000000,428905,1774537116,214
1150000000,438682,1774537116,214
1175000000,448260,1774537116,214
1200000000,457920,1774537116,214
1225000000,467749,1774537116,214
1250000000,477384,1774537116,214
1275000000,486774,1774537116,214
1300000000,496035,1774537116,214
1325000000,505514,1774537116,214
1350000000,514846,1774537116,214
1375000000,524342,1774537116,214
1400000000,533609,1774537116,214
1425000000,542903,1774537116,214
1450000000,552177,1774537116,214
1475000000,561574,1774537116,214
1500000000,570903,1774537116,214
1525000000,580170,1774537116,214
1550000000,589746,1774537116,214
1575000000,599018,1774537116,214
1600000000,608284,1774537116,214
