step,duration_ms,fittest,fitness
0,2,170096,196
25000000,11601,18446744072710014620,214
50000000,23793,18446744072978450076,214
75000000,35972,18446744072710014620,214
100000000,48051,18446744072710014876,214
125000000,60111,18446744071636272796,214
150000000,72209,18446744072710014876,214
175000000,84217,18446744072978450076,214
200000000,96051,18446744071636273052,214
225000000,108075,18446744071636273052,214
250000000,120098,18446744072978450076,214
275000000,132158,18446744072710014876,214
300000000,144049,18446744071636273052,214
325000000,155801,18446744072710014876,214
350000000,167889,18446744072978450076,214
375000000,179739,18446744071636272796,214
400000000,191498,18446744072710014620,214
425000000,203424,18446744072710014620,214
450000000,215186,18446744071636273052,214
475000000,226966,18446744071636273052,214
500000000,239077,18446744072710014620,214
525000000,250873,18446744071636272796,214
550000000,262658,18446744072710014620,214
575000000,274441,18446744071636272796,214
600000000,286110,18446744071636272796,214
625000000,298028,18446744072978450076,214
650000000,309616,18446744072710014876,214
675000000,321249,18446744072710014620,214
700000000,332569,18446744072710014876,214
725000000,344094,18446744071636273052,214
750000000,355614,18446744072710014620,214
775000000,367201,18446744072710014876,214
800000000,378660,18446744072710014620,214
825000000,390396,18446744072710014876,214
850000000,401878,18446744072710014876,214
875000000,413640,18446744072710014620,214
900000000,425590,18446744071636272796,214
925000000,436958,18446744071636272796,214
950000000,448808,18446744071636272796,214
975000000,460951,18446744071636273052,214
1000000000,472786,18446744071636272796,214
1025000000,484417,18446744071636272796,214
1050000000,496098,18446744072710014876,214
1075000000,508056,18446744072710014876,214
1100000000,519828,18446744071636273052,214
1125000000,531675,18446744071636273052,214
1150000000,543589,18446744071636272796,214
1175000000,555542,18446744071636273052,214
1200000000,567394,18446744072978450076,214
1225000000,579306,18446744071636273052,214
1250000000,591398,18446744072710014876,214
1275000000,603151,18446744072978450076,214
