step,duration_ms,fittest,fitness
0,2,232862,189
25000000,9247,1774537116,214
50000000,18700,1774537116,214
75000000,28315,1774537116,214
100000000,37752,1774537116,214
125000000,47121,1774537116,214
150000000,56768,1774537116,214
175000000,66111,1774537116,214
200000000,75387,1774537116,214
225000000,84672,1774537116,214
250000000,94199,1774537116,214
275000000,103505,1774537116,214
300000000,112807,1774537116,214
325000000,122451,1774537116,214
350000000,131785,1774537116,214
375000000,141050,1774537116,214
400000000,150409,1774537116,214
425000000,159741,1774537116,214
450000000,169008,1774537116,214
475000000,178400,1774537116,214
500000000,187810,1774537116,214
525000000,197076,1774537116,214
550000000,206468,1774537116,214
575000000,215735,1774537116,214
600000000,225004,1774537116,214
625000000,234272,1774537116,214
650000000,243674,1774537116,214
675000000,252942,1774537116,214
700000000,262599,1774537116,214
725000000,272108,1774537116,214
750000000,281413,1774537116,214
775000000,290717,1774537116,214
800000000,300279,1774537116,214
825000000,309615,1774537116,214
850000000,318873,1774537116,214
875000000,328133,1774537116,214
900000000,337393,1774537116,214
925000000,346652,1774537116,214
950000000,356045,1774537116,214
975000000,365305,1774537116,214
1000000000,374567,1774537116,214
1025000000,383899,1774537116,214
1050000000,393296,1774537116,214
1075000000,402557,1774537116,214
1100000000,411819,1774537116,214
1125000000,421269,1774537116,214
1150000000,430533,1774537116,214
1175000000,439794,1774537116,214
1200000000,449124,1774537116,214
1225000000,458453,1774537116,214
1250000000,467786,1774537116,214
1275000000,477030,1774537116,214
1300000000,486418,1774537116,214
1325000000,495676,1774537116,214
1350000000,505134,1774537116,214
1375000000,514483,1774537116,214
1400000000,523938,1774537116,214
1425000000,533237,1774537116,214
1450000000,542497,1774537116,214
1475000000,551757,1774537116,214
1500000000,561148,1774537116,214
1525000000,570471,1774537116,214
1550000000,579732,1774537116,214
1575000000,589301,1774537116,214
1600000000,598567,1774537116,214
1625000000,607829,1774537116,214
