step,duration_ms,fittest,fitness
0,2,241573,185
25000000,11392,18446744073173185601,212
50000000,22731,18446744073173185601,212
75000000,34403,18446744073307397209,212
100000000,45878,18446744073173185601,212
125000000,57460,18446744073307397209,212
150000000,68874,18446744073173185601,212
175000000,80304,18446744073307397209,212
200000000,91652,18446744073307397209,212
225000000,102930,18446744073173185601,212
250000000,114273,18446744073307397209,212
275000000,125545,18446744073173185601,212
300000000,136816,18446744073307397209,212
325000000,148346,18446744073173185601,212
350000000,159842,18446744073173185601,212
375000000,171272,18446744073173185601,212
400000000,182543,18446744073307397209,212
425000000,193812,18446744073173185601,212
450000000,205283,18446744073307397209,212
475000000,216555,18446744073307397209,212
500000000,227826,18446744073173185601,212
525000000,239164,18446744073307397209,212
550000000,250436,18446744073173185601,212
575000000,261708,18446744073173185601,212
600000000,273312,18446744073173185601,212
625000000,284852,18446744073173185601,212
650000000,296192,18446744073307397209,212
675000000,307464,18446744073173185601,212
700000000,318851,18446744073173185601,212
725000000,330444,18446744073173185601,212
750000000,341719,18446744073307397209,212
775000000,353178,18446744073173185601,212
800000000,364448,18446744073173185601,212
825000000,375784,18446744073173185601,212
850000000,387254,18446744073173185601,212
875000000,398525,18446744073173185601,212
900000000,409794,18446744073307397209,212
925000000,421190,18446744073307397209,212
950000000,432460,18446744073307397209,212
975000000,443954,18446744073173185601,212
1000000000,455426,18446744073173185601,212
1025000000,466879,18446744073173185601,212
1050000000,478149,18446744073307397209,212
1075000000,489605,18446744073307397209,212
1100000000,500942,18446744073173185601,212
1125000000,512454,18446744073307397209,212
1150000000,523793,18446744073307397209,212
1175000000,535063,18446744073173185601,212
1200000000,546402,18446744073173185601,212
1225000000,557672,18446744073307397209,212
1250000000,569010,18446744073173185601,212
1275000000,580282,18446744073173185601,212
1300000000,591620,18446744073173185601,212
1325000000,602958,18446744073307397209,212
