step,duration_ms,fittest,fitness
0,2,150077,200
25000000,13459,1774537116,214
50000000,26982,1774537116,214
75000000,40188,1774537116,214
100000000,53672,1774537116,214
125000000,67078,1774537116,214
150000000,80352,1774537116,214
175000000,93560,1774537116,214
200000000,106766,1774537116,214
225000000,120200,1774537116,214
250000000,133407,1774537116,214
275000000,146614,1774537116,214
300000000,159821,1774537116,214
325000000,173030,1774537116,214
350000000,186561,1774537116,214
375000000,199771,1774537116,214
400000000,213151,1774537116,214
425000000,226432,1774537116,214
450000000,239646,1774537116,214
475000000,253167,1774537116,214
500000000,266843,1774537116,214
525000000,280058,1774537116,214
550000000,293426,1774537116,214
575000000,306635,1774537116,214
600000000,320052,1774537116,214
625000000,333359,1774537116,214
650000000,346686,1774537116,214
675000000,359972,1774537116,214
700000000,373209,1774537116,214
725000000,386490,1774537116,214
750000000,399681,1774537116,214
775000000,412580,1774537116,214
800000000,425586,1774537116,214
825000000,438473,1774537116,214
850000000,451329,1774537116,214
875000000,464178,1774537116,214
900000000,476990,1774537116,214
925000000,489617,1774537116,214
950000000,502062,1774537116,214
975000000,514522,1774537116,214
1000000000,526936,1774537116,214
1025000000,539361,1774537116,214
1050000000,551781,1774537116,214
1075000000,564202,1774537116,214
1100000000,576643,1774537116,214
1125000000,589061,1774537116,214
1150000000,601487,1774537116,214
