step,duration_ms,fittest,fitness
0,1,246590,183
25000000,9704,2029700140,211
50000000,19441,1761264684,211
75000000,29337,1761272876,211
100000000,39046,2029700140,211
125000000,48701,2029184044,211
150000000,58396,1761264684,211
175000000,67918,1778050092,211
200000000,77521,2029175852,211
225000000,87095,1240654892,211
250000000,96960,1761264684,211
275000000,106700,1760740396,211
300000000,116544,2029175852,211
325000000,126214,1240654892,211
350000000,135473,2046485548,211
375000000,144732,1761241132,211
400000000,153996,2029175852,211
425000000,163863,1778050092,211
450000000,173689,2045961260,211
475000000,183124,1240654892,211
500000000,192917,1760748588,211
525000000,202621,2029708332,211
550000000,212498,2029184044,211
575000000,222375,1778050092,211
600000000,231911,2029708332,211
625000000,241661,1778050092,211
650000000,251275,1778050092,211
675000000,260853,1761272876,211
700000000,270330,2029708332,211
725000000,279839,1240654892,211
750000000,289437,1761241132,211
775000000,298834,2046485548,211
800000000,308552,1760716844,211
825000000,318345,1761272876,211
850000000,327839,1760740396,211
875000000,337806,1509090348,211
900000000,347324,2045961260,211
925000000,356960,1761272876,211
950000000,366647,2046485548,211
975000000,376177,2046485548,211
1000000000,385785,1760716844,211
1025000000,395209,1777525804,211
1050000000,404598,1509090348,211
1075000000,414033,1777525804,211
1100000000,423762,2045961260,211
1125000000,433092,2029708332,211
1150000000,442706,1760740396,211
1175000000,452536,2046485548,211
1200000000,462460,1760740396,211
1225000000,471894,2029184044,211
1250000000,481273,1761272876,211
1275000000,490668,1761264684,211
1300000000,500249,1761272876,211
1325000000,509893,1777525804,211
1350000000,519228,2029708332,211
1375000000,528758,2045961260,211
1400000000,538233,2046485548,211
1425000000,548025,2029700140,211
1450000000,557381,1761264684,211
1475000000,566844,1778050092,211
1500000000,576174,1761241132,211
1525000000,585648,1760740396,211
1550000000,595230,1761272876,211
1575000000,604773,2029175852,211
