step,duration_ms,fittest,fitness
0,2,58573,199
25000000,11794,18446744071636272796,214
50000000,23469,18446744072710014876,214
75000000,35801,18446744071636273052,214
100000000,47842,18446744071636272796,214
125000000,59882,18446744071636272796,214
150000000,71958,18446744072710014876,214
175000000,84022,18446744071636273052,214
200000000,95943,18446744072710014620,214
225000000,107864,18446744072978450076,214
250000000,119852,18446744072978450076,214
275000000,131786,18446744072978450076,214
300000000,143835,18446744072710014876,214
325000000,155686,18446744072710014876,214
350000000,167420,18446744071636272796,214
375000000,179625,18446744071636273052,214
400000000,191373,18446744071636273052,214
425000000,203144,18446744072978450076,214
450000000,214900,18446744072710014876,214
475000000,226852,18446744072710014876,214
500000000,238636,18446744071636273052,214
525000000,250653,18446744072710014876,214
550000000,262420,18446744071636272796,214
575000000,274129,18446744072710014876,214
600000000,285914,18446744072978450076,214
625000000,297636,18446744072978450076,214
650000000,309599,18446744071636273052,214
675000000,320999,18446744072978450076,214
700000000,332606,18446744072710014620,214
725000000,343916,18446744072978450076,214
750000000,355474,18446744072710014620,214
775000000,367071,18446744071636272796,214
800000000,378605,18446744072710014876,214
825000000,389979,18446744072710014620,214
850000000,401740,18446744071636272796,214
875000000,413241,18446744072710014876,214
900000000,425034,18446744072710014876,214
925000000,436909,18446744072710014876,214
950000000,448317,18446744072710014620,214
975000000,460243,18446744071636272796,214
1000000000,472244,18446744072710014620,214
1025000000,484098,18446744072710014620,214
1050000000,495634,18446744072978450076,214
1075000000,507407,18446744072710014620,214
1100000000,519387,18446744072710014876,214
1125000000,531116,18446744072710014876,214
1150000000,542880,18446744071636273052,214
1175000000,554860,18446744072710014876,214
1200000000,566743,18446744072978450076,214
1225000000,578659,18446744072710014876,214
1250000000,590496,18446744072978450076,214
1275000000,602477,18446744071636273052,214
