step,duration_ms,fittest,fitness
0,2,90574,189
25000000,8750,18446744072584024577,213
50000000,17535,18446744072584024577,213
75000000,26294,1021956609,213
100000000,35079,1021956609,213
125000000,43828,18446744072584026625,213
150000000,52580,1021958657,213
175000000,61366,1021956609,213
200000000,70114,1021958657,213
225000000,78863,18446744072584026625,213
250000000,87658,18446744072584024577,213
275000000,96411,18446744072584026625,213
300000000,105163,18446744072584026625,213
325000000,113951,18446744072584026625,213
350000000,122704,1021958657,213
375000000,131488,18446744072584024577,213
400000000,140240,1021958657,213
425000000,149006,1021958657,213
450000000,157790,1021958657,213
475000000,166541,1021956609,213
500000000,175431,1021958657,213
525000000,184376,1021956609,213
550000000,193126,18446744072584024577,213
575000000,201910,1021958657,213
600000000,210674,1021956609,213
625000000,219426,1021958657,213
650000000,228208,1021958657,213
675000000,236957,1021956609,213
700000000,245712,18446744072584024577,213
725000000,254496,18446744072584024577,213
750000000,263252,18446744072584026625,213
775000000,272044,18446744072584024577,213
800000000,280807,18446744072584026625,213
825000000,289558,1021958657,213
850000000,298341,18446744072584024577,213
875000000,307096,1021958657,213
900000000,315849,18446744072584024577,213
925000000,324631,1021956609,213
950000000,333384,1021958657,213
975000000,342146,1021958657,213
1000000000,350931,18446744072584024577,213
1025000000,359682,1021958657,213
1050000000,368465,18446744072584024577,213
1075000000,377216,1021958657,213
1100000000,385964,18446744072584026625,213
1125000000,394746,1021958657,213
1150000000,403505,18446744072584024577,213
1175000000,412264,18446744072584024577,213
1200000000,421053,18446744072584024577,213
1225000000,429807,1021956609,213
1250000000,438593,18446744072584026625,213
1275000000,447348,1021956609,213
1300000000,456103,18446744072584024577,213
1325000000,464899,1021956609,213
1350000000,473688,1021958657,213
1375000000,482446,1021956609,213
1400000000,491232,18446744072584026625,213
1425000000,499985,18446744072584024577,213
1450000000,508754,18446744072584024577,213
1475000000,517527,18446744072584024577,213
1500000000,526288,18446744072584024577,213
1525000000,535073,1021956609,213
1550000000,543829,1021956609,213
1575000000,552581,18446744072584024577,213
1600000000,561365,1021958657,213
1625000000,570124,18446744072584026625,213
1650000000,578879,1021958657,213
1675000000,587674,1021956609,213
1700000000,596426,18446744072584026625,213
1725000000,605216,18446744072584026625,213
