step,duration_ms,fittest,fitness
0,2,39250,192
25000000,11779,18446744073173185601,212
50000000,23126,18446744073173185601,212
75000000,34394,18446744073173185601,212
100000000,45728,18446744073173185601,212
125000000,57347,18446744073307397209,212
150000000,68774,18446744073307397209,212
175000000,80210,18446744073173185601,212
200000000,91555,18446744073307397209,212
225000000,102831,18446744073173185601,212
250000000,114169,18446744073173185601,212
275000000,125438,18446744073173185601,212
300000000,136706,18446744073173185601,212
325000000,148236,18446744073173185601,212
350000000,159728,18446744073173185601,212
375000000,171154,18446744073307397209,212
400000000,182423,18446744073307397209,212
425000000,193690,18446744073307397209,212
450000000,205160,18446744073173185601,212
475000000,216429,18446744073307397209,212
500000000,227697,18446744073173185601,212
525000000,239034,18446744073173185601,212
550000000,250304,18446744073307397209,212
575000000,261574,18446744073307397209,212
600000000,273160,18446744073307397209,212
625000000,284713,18446744073173185601,212
650000000,296049,18446744073307397209,212
675000000,307319,18446744073173185601,212
700000000,318704,18446744073173185601,212
725000000,330293,18446744073307397209,212
750000000,341563,18446744073307397209,212
775000000,353019,18446744073173185601,212
800000000,364285,18446744073307397209,212
825000000,375617,18446744073173185601,212
850000000,387083,18446744073307397209,212
875000000,398348,18446744073307397209,212
900000000,409613,18446744073307397209,212
925000000,421005,18446744073173185601,212
950000000,432271,18446744073307397209,212
975000000,443760,18446744073173185601,212
1000000000,455228,18446744073173185601,212
1025000000,466676,18446744073307397209,212
1050000000,477942,18446744073173185601,212
1075000000,489393,18446744073307397209,212
1100000000,500727,18446744073307397209,212
1125000000,512234,18446744073307397209,212
1150000000,523568,18446744073173185601,212
1175000000,534835,18446744073307397209,212
1200000000,546170,18446744073307397209,212
1225000000,557436,18446744073173185601,212
1250000000,568771,18446744073173185601,212
1275000000,580040,18446744073173185601,212
1300000000,591374,18446744073307397209,212
1325000000,602709,18446744073307397209,212
