step,duration_ms,fittest,fitness
0,2,4072,194
25000000,8793,18446744072584024577,213
50000000,17549,1021958657,213
75000000,26313,1021956609,213
100000000,35107,18446744072584026625,213
125000000,43875,1021958657,213
150000000,52676,1021958657,213
175000000,61442,18446744072584024577,213
200000000,70206,18446744072584024577,213
225000000,78999,1021956609,213
250000000,87761,18446744072584026625,213
275000000,96531,18446744072584024577,213
300000000,105326,1021956609,213
325000000,114102,18446744072584024577,213
350000000,122875,1021956609,213
375000000,131634,18446744072584026625,213
400000000,140394,1021958657,213
425000000,149169,1021958657,213
450000000,157935,1021956609,213
475000000,166695,18446744072584026625,213
500000000,175509,18446744072584024577,213
525000000,184319,1021958657,213
550000000,193081,18446744072584026625,213
575000000,201854,1021956609,213
600000000,210616,18446744072584026625,213
625000000,219392,1021956609,213
650000000,228195,18446744072584026625,213
675000000,236998,18446744072584024577,213
700000000,245773,1021956609,213
725000000,254538,1021956609,213
750000000,263300,18446744072584026625,213
775000000,272095,18446744072584024577,213
800000000,280857,1021958657,213
825000000,289629,1021958657,213
850000000,298392,18446744072584024577,213
875000000,307158,1021956609,213
900000000,315933,1021956609,213
925000000,324696,1021956609,213
950000000,333461,1021958657,213
975000000,342231,1021956609,213
1000000000,350991,1021956609,213
1025000000,359759,18446744072584024577,213
1050000000,368526,1021958657,213
1075000000,377284,1021956609,213
1100000000,386052,18446744072584024577,213
1125000000,394811,1021958657,213
1150000000,403572,18446744072584026625,213
1175000000,412345,18446744072584026625,213
1200000000,421124,18446744072584024577,213
1225000000,429884,1021958657,213
1250000000,438672,1021958657,213
1275000000,447432,1021958657,213
1300000000,456200,1021958657,213
1325000000,464959,18446744072584024577,213
1350000000,473721,1021956609,213
1375000000,482513,18446744072584024577,213
1400000000,491274,18446744072584024577,213
1425000000,500031,1021958657,213
1450000000,508797,1021956609,213
1475000000,517556,18446744072584024577,213
1500000000,526321,18446744072584026625,213
1525000000,535077,1021958657,213
1550000000,543834,1021958657,213
1575000000,552602,1021956609,213
1600000000,561362,1021956609,213
1625000000,570137,1021956609,213
1650000000,578909,1021958657,213
1675000000,587665,18446744072584026625,213
1700000000,596423,18446744072584026625,213
1725000000,605191,1021958657,213
