step,duration_ms,fittest,fitness
0,2,51779,189
25000000,11398,18446744073173185601,212
50000000,22736,18446744073307397209,212
75000000,34406,18446744073307397209,212
100000000,45877,18446744073307397209,212
125000000,57520,18446744073173185601,212
150000000,69102,18446744073173185601,212
175000000,80796,18446744073307397209,212
200000000,92458,18446744073173185601,212
225000000,104043,18446744073173185601,212
250000000,115816,18446744073173185601,212
275000000,127515,18446744073173185601,212
300000000,139252,18446744073173185601,212
325000000,150787,18446744073173185601,212
350000000,162301,18446744073173185601,212
375000000,173759,18446744073307397209,212
400000000,185247,18446744073307397209,212
425000000,196693,18446744073307397209,212
450000000,208376,18446744073173185601,212
475000000,219892,18446744073173185601,212
500000000,231614,18446744073173185601,212
525000000,243186,18446744073307397209,212
550000000,254679,18446744073173185601,212
575000000,266315,18446744073307397209,212
600000000,277581,18446744073307397209,212
625000000,289359,18446744073307397209,212
650000000,301171,18446744073307397209,212
675000000,312819,18446744073307397209,212
700000000,324259,18446744073173185601,212
725000000,335593,18446744073173185601,212
750000000,347149,18446744073307397209,212
775000000,358885,18446744073307397209,212
800000000,370504,18446744073173185601,212
825000000,382295,18446744073307397209,212
850000000,393773,18446744073173185601,212
875000000,405581,18446744073173185601,212
900000000,416990,18446744073307397209,212
925000000,428272,18446744073307397209,212
950000000,439734,18446744073173185601,212
975000000,451083,18446744073307397209,212
1000000000,462766,18446744073173185601,212
1025000000,474115,18446744073307397209,212
1050000000,485470,18446744073173185601,212
1075000000,496882,18446744073173185601,212
1100000000,508240,18446744073307397209,212
1125000000,519685,18446744073307397209,212
1150000000,530971,18446744073307397209,212
1175000000,542260,18446744073307397209,212
1200000000,553902,18446744073173185601,212
1225000000,565491,18446744073173185601,212
1250000000,576776,18446744073173185601,212
1275000000,588465,18446744073307397209,212
1300000000,600123,18446744073173185601,212
