step,duration_ms,fittest,fitness
0,1,219069,180
25000000,11488,18446744073218222496,211
50000000,22934,18446744073218222496,211
75000000,34319,18446744073339593632,211
100000000,45607,18446744073322816416,211
125000000,57187,18446744073352440736,211
150000000,68459,18446744073322816416,211
175000000,79704,18446744073356632992,211
200000000,90975,18446744073339593632,211
225000000,102228,18446744073218222496,211
250000000,114216,18446744073322816416,211
275000000,125833,18446744073352440736,211
300000000,137715,18446744073218222496,211
325000000,149252,18446744073218223008,211
350000000,160904,18446744073218222496,211
375000000,172653,18446744073322816416,211
400000000,184128,18446744073352440736,211
425000000,196028,18446744073356632992,211
450000000,207881,18446744073356632992,211
475000000,219928,18446744073356632992,211
500000000,231509,18446744073352438688,211
525000000,243297,18446744073352438688,211
550000000,254966,18446744073356632992,211
575000000,266530,18446744073323078560,211
600000000,278090,18446744073322816416,211
625000000,289667,18446744073352440736,211
650000000,301232,18446744073352438688,211
675000000,312943,18446744073339593632,211
700000000,324704,18446744073322816416,211
725000000,336584,18446744073352438688,211
750000000,348262,18446744073218222496,211
775000000,359867,18446744073352440736,211
800000000,371631,18446744073356632992,211
825000000,383265,18446744073356632992,211
850000000,394736,18446744073356632992,211
875000000,406105,18446744073352440736,211
900000000,417652,18446744073339593632,211
925000000,429295,18446744073352440736,211
950000000,440843,18446744073322816416,211
975000000,452699,18446744073218222496,211
1000000000,464620,18446744073356632992,211
1025000000,476119,18446744073352440736,211
1050000000,487439,18446744073322816416,211
1075000000,499014,18446744073352440736,211
1100000000,510691,18446744073352440736,211
1125000000,522070,18446744073352438688,211
1150000000,533631,18446744073352440736,211
1175000000,545270,18446744073352438688,211
1200000000,556836,18446744073352438688,211
1225000000,568281,18446744073218223008,211
1250000000,579594,1761241132,211
1275000000,591132,2029708332,211
1300000000,602824,1760748588,211
